Time,acc,acceleration,access,lat,long,id,status,r_status
00:04:27.995,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:28.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:29.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:30.995,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:31.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:32.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:33.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:35.004,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:36.000,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:36.999,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:37.998,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:38.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:39.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:40.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:41.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:42.998,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:43.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:44.999,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:46.008,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:46.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:48.000,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:48.999,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:49.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:50.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:51.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:52.998,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:53.995,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:54.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:55.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:56.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:57.995,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:04:58.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:00.000,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:00.995,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:01.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:02.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:03.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:04.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:05.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:06.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:07.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:08.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:09.995,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:11.000,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:11.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:12.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:13.999,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:14.999,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:15.992,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:16.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:17.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:18.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:19.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:20.998,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:21.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:23.001,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:23.991,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:24.995,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:25.992,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:26.992,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:27.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:28.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:29.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:30.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:31.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:33.001,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:33.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:34.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:35.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:36.992,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:37.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:38.992,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:39.993,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:40.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:41.994,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:42.996,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:43.997,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
00:05:45.002,1.53,0.07,2.66,0,0,C2,RACING,RACE_STARTED
